Stn_Name,Lat,Long,Prov,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,Stn_No
SOREL,46.033,-73.117,QC,-15.7,0,-7.2,-3,0,-29,0,46.8,4,NA,46.8,4,NA,53,10,,,NA,943.2,0,7028200
SUTTON,45.067,-72.683,QC,-15.2,0,-7.9,-2,0,-28,0,54.9,0,99,54.9,0,69,46,13,,,NA,929.7,0,7028292
THETFORD MINES,46.1,-71.35,QC,-16.5,0,-7,-5,0,-29,0,70,0,99,70,0,81,76,14,,,NA,966,0,7028441
THETFORD MINES RCS,46.049,-71.266,QC,-18,0,NA,-5.6,0,-31,0,,,NA,67.1,10,NA,,8,,,NA,1007.9,0,7028442
VALLEE JONCTION,46.383,-70.933,QC,-16.5,15,-6.9,-2,9,-33,11,41.4,0,141,41.4,0,84,50,9,,,NA,449.1,0,7028676
VERCHERES,45.767,-73.367,QC,-9.8,27,-1.9,-1,26,-23,13,42.5,0,112,42.5,0,75,38,8,,,NA,27.8,0,7028700
BEAUCEVILLE,46.205,-70.785,QC,-16.8,0,NA,-3.9,0,-29.5,0,,,NA,33,0,NA,,13,,,NA,974.6,0,7028754
STE-ANNE-DE-BELLEVUE 1,45.427,-73.929,QC,-15.8,0,NA,-3.4,0,-27.5,0,,,NA,24.8,0,NA,,7,,,NA,947.2,0,702FHL8
ST-ANICET 1,45.121,-74.289,QC,-16.6,0,NA,-1.4,0,-31.5,0,,,NA,44.3,0,NA,,14,,,NA,968.7,0,702FQLF
ST CAMILLE WOLFE,45.667,-71.733,QC,-17.3,13,-7.4,-4,8,-35,8,50,5,NA,50,5,NA,,9,,,NA,529.7,0,702FR30
L'ACADIE,45.294,-73.349,QC,-15.8,0,NA,-3.2,0,-27.9,0,,,NA,34.3,0,NA,,12,,,NA,947.6,0,702LED4
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,45.468,-73.742,QC,-14.9,0,NA,-3.3,0,-24,0,,,NA,21,0,NA,23,7,,,NA,920.6,0,702S006
ANGERS,45.55,-75.55,QC,-17.6,11,-8,-4,7,-31.5,7,41,1,NA,41,1,NA,55,12,,,NA,604.8,0,7030170
ARUNDEL,45.95,-74.617,QC,-15.5,25,-5.5,-4.5,23,-35,23,16.8,18,NA,16.8,18,NA,45,3,,,NA,100.4,0,7030310
CHARTERIS,45.683,-76.433,QC,-18.1,0,NA,-3.5,0,-34.5,0,32.4,6,NA,32.4,6,NA,32,8,,,NA,1011.2,0,7031315
CHELSEA,45.517,-75.783,QC,-18.7,26,-9.8,-4,18,-29,26,25.3,15,NA,25.3,15,NA,,5,,,NA,73.3,0,7031360
HIGH FALLS,45.839,-75.648,QC,-18.1,0,NA,-4.1,0,-31,0,,,NA,1.1,25,NA,,1,,,NA,1009.8,0,7033121
LACHUTE,45.65,-74.333,QC,-16.7,7,-8.2,-4.2,3,-30.8,5,44,1,NA,44,1,NA,40,11,,,NA,729.6,0,7033650
LA MACAZA,46.367,-74.767,QC,-18,15,-7,-3,4,-36,12,28.8,0,74,28.8,0,53,50,10,,,NA,468.5,0,7033939
LUSKVILLE,45.533,-76.05,QC,-17.2,9,-7.6,-4,9,-35.5,0,60.5,0,155,60.5,0,103,40,15,,,NA,667.9,0,7034365
MANIWAKI UA,46.302,-76.006,QC,,,NA,,,,,35.2,0,NA,27.8,0,NA,56,8,,,NA,,,7034480
MANIWAKI AIRPORT,46.275,-75.992,QC,-18.4,0,NA,-4.9,0,-33.2,0,,,NA,27,0,NA,28,9,,,NA,1018.4,0,7034482
MONTEBELLO (SEDBERGH),45.7,-74.933,QC,-17.8,11,-9,-3,5,-34,9,47,3,NA,47,3,NA,38,9,,,NA,608.5,0,7035110
NOTRE DAME DE LA PAIX,45.8,-74.983,QC,-15.8,17,-5.7,-4,9,-34,10,43,0,103,43,0,76,64,11,,,NA,371.5,0,7035666
STE ANNE DU LAC,46.85,-75.333,QC,-21.6,19,-9.3,-4,16,-38,16,16,6,NA,16,6,NA,,6,,,NA,356.3,0,7036855
ST HIPPOLYTE,45.983,-74,QC,-17.4,11,-7,-5,8,-33,6,39.2,2,NA,39.2,2,NA,74,12,,,NA,601.3,0,7037310
ST JEROME,45.8,-74.05,QC,-15.5,11,-6.5,-5,7,-31,8,42,1,NA,42,1,NA,18,14,,,NA,568.9,0,7037400
WRIGHT,46.067,-76.05,QC,-19,2,-8.7,-4,1,-36.5,2,45,0,112,45,0,83,41,12,,,NA,963.1,0,7038975
ST-JOVITE,46.08,-74.556,QC,-18.7,0,NA,-3.5,0,-34.7,0,,,NA,28,0,NA,,11,,,NA,1027.6,0,703GDKB
BAIE-COMEAU A,49.133,-68.2,QC,-17.6,0,NA,-5.6,0,-31.6,0,,,NA,13.5,0,NA,23,7,,,NA,995.9,0,7040442
BAIE-COMEAU,49.133,-68.204,QC,-17.4,0,NA,-5.6,0,-31.3,0,,,NA,0,1,NA,,0,,,NA,989.8,0,7040444
LOURDES DE BLANC SABLON A,51.442,-57.186,QC,-14.5,0,NA,0.6,0,-29.3,0,199,2,NA,77.4,4,NA,145,10,,,NA,910.1,0,7040815
CAPE WHITTLE,50.163,-60.062,QC,-14,0,NA,-1.2,0,-26.8,0,,,NA,,,NA,,,,,NA,895.1,0,7041100
CAP-ROUGE,48.374,-70.535,QC,-19.3,0,NA,-2.3,0,-33.2,0,,,NA,,,NA,,,,,NA,1045,0,7041166
CHARLEVOIX (MRC),47.284,-70.638,QC,-20.8,0,NA,-8,0,-32.7,0,,,NA,30.5,0,NA,107,5,,,NA,1086.4,0,7041312
CHATEAU RICHER,46.967,-71.033,QC,-16.4,0,-7.2,-4,0,-30,0,36,0,67,36,0,52,67,8,,,NA,964.5,0,7041330
CHEVERY,50.465,-59.639,QC,-16.8,0,NA,0.4,0,-37.8,0,,,NA,37.9,24,NA,69,2,,,NA,974.5,0,7041382
CAP-TOURMENTE,47.079,-70.781,QC,-15.6,0,NA,-4,0,-27.8,0,,,NA,25.7,0,NA,,12,,,NA,941.7,0,7041JG6
FORET MONTMORENCY RCS,47.323,-71.148,QC,-21.4,0,NA,-7.9,0,-36.6,0,,,NA,62.3,0,NA,70,21,,,NA,1104.1,0,7042395
GODBOUT,49.317,-67.617,QC,-17.1,3,-4.4,-4,2,-32,2,54.4,1,NA,54.4,1,NA,66,9,,,NA,877.2,0,7042749
GRANDES BERGERONNES,48.25,-69.517,QC,-16.7,7,-6.4,-4.5,6,-30,1,20,0,36,20,0,32,,7,,,NA,729.7,0,7042840
HAVRE ST. PIERRE,50.282,-63.611,QC,-18.4,6,NA,-3.3,6,-34.2,4,,,NA,8.8,6,NA,,2,,,NA,801,0,7043019
ILE AUX PERROQUETS,50.221,-64.207,QC,-14.5,0,NA,-3,0,-25.6,0,,,NA,,,NA,,,,,NA,909.5,0,7043B79
ILE ROUGE,48.069,-69.556,QC,-14,0,NA,-3.9,0,-24.9,0,,,NA,,,NA,,,,,NA,895.6,0,7043BP9
LES BUISSONS,49.117,-68.383,QC,,,NA,,,-24,27,12.9,2,NA,12.9,2,NA,50,3,,,NA,,,7044288
LONGUE-POINTE-DE-MINGAN,50.271,-64.226,QC,,,NA,,,,,,,NA,0,0,NA,70,0,,,NA,,,7044328
MONT STE-ANNE,47.073,-70.907,QC,,,NA,,,,,43.6,0,NA,33.6,0,NA,109,5,,,NA,,,7045326
NATASHQUAN,50.19,-61.789,QC,-17.4,0,NA,-1.3,0,-38.1,0,,,NA,50.1,0,NA,,6,,,NA,992.1,0,7045398
NATASHQUAN A,50.19,-61.811,QC,-17.5,0,NA,-1.3,0,-38.8,0,,,NA,25.1,3,NA,4,8,,,NA,993.5,0,7045401
POINTE DE L'ISLET,48.136,-69.716,QC,-12.3,0,NA,-2.1,0,-21.2,0,,,NA,,,NA,,,,,NA,847.5,0,7046059
POINTE CLAVEAU,48.26,-70.114,QC,-17.9,0,NA,-3.6,0,-28.9,0,,,NA,,,NA,,,,,NA,1006.3,0,704607C
STE ROSE DU NORD,48.4,-70.533,QC,-20.1,1,-6.9,-4.5,0,-36,1,15,0,24,15,0,21,78,6,,,NA,1028.9,0,7047722
SEPT-ILES UA,50.217,-66.25,QC,,,NA,,,,,41.5,0,NA,32.9,0,NA,47,8,,,NA,,,7047912
SEPT-ILES,50.217,-66.25,QC,-17.9,3,NA,-4.4,2,-35.8,3,,,NA,27.3,6,NA,41,9,,,NA,896.9,0,7047914
LAC EON,51.867,-63.284,QC,-24.3,0,NA,-8,0,-40.5,0,,,NA,0,8,NA,,0,,,NA,1184.9,0,704C64L
POINTE-DES-MONTS,49.317,-67.381,QC,-16.2,0,NA,-4.1,0,-28.8,0,,,NA,38,0,NA,,10,,,NA,957.7,0,704F0PN
RIVIERE AU TONNERRE,50.283,-64.783,QC,-15.2,13,-3.6,-3,8,-30.5,8,67.8,1,NA,67.8,1,NA,32,8,,,NA,498.5,0,704FEG0
POINTE NOIRE CS,50.163,-66.434,QC,-16.1,0,NA,-3.9,0,-28.1,0,,,NA,,,NA,,,,,NA,955.3,0,704Q003
BAIE-COMEAU,49.259,-68.146,QC,-17.3,0,NA,-4.3,0,-30.1,0,,,NA,25.3,0,NA,,9,,,NA,988.9,0,704S001
AMQUI,48.472,-67.435,QC,-18.6,0,NA,-5.1,0,-35.3,0,,,NA,27.3,0,NA,,11,,,NA,1024,0,7050145
CAP-D'ESPOIR,48.419,-64.317,QC,-13.5,0,NA,-2.8,0,-23.5,0,,,NA,171.7,0,NA,,15,,,NA,883.3,0,7051050
CAP DES ROSIERS,48.85,-64.2,QC,-16.3,13,-7.1,-2,7,-30,8,96,2,NA,96,2,NA,100,8,,,NA,515,0,7051055
CAP-MADELEINE,49.251,-65.325,QC,-15.2,0,NA,-4.3,0,-26.7,0,,,NA,54,3,NA,,8,,,NA,928.6,0,7051163
CAUSAPSCAL,48.367,-67.233,QC,-18.4,4,-6.1,-4,2,-36.5,3,23.4,2,NA,23.4,2,NA,60,5,,,NA,874.6,0,7051200
GASPE A,48.775,-64.48,QC,-16.1,0,NA,-3,0,-31.6,0,123.2,1,NA,84.6,0,NA,65,13,,,NA,953.5,0,7052601
HEATH POINT,49.085,-61.701,QC,-13.3,0,NA,-1,0,-27.1,0,,,NA,32.7,5,NA,,6,,,NA,875.8,0,7053038
ILES DE LA MADELEINE A,47.425,-61.778,QC,-11.2,0,NA,1.7,0,-21.2,0,,,NA,,,NA,77,,,,NA,816.5,0,7053250
LAC HUMQUI,48.283,-67.567,QC,-18.4,10,-6,-5.5,9,-39,5,40.6,0,56,40.6,0,50,75,6,,,NA,655.5,0,7053649
ILES DE LA MADELEINE,47.425,-61.775,QC,-11,0,NA,1,0,-21.1,0,,,NA,98.3,0,NA,,11,,,NA,811,0,7053KGR
LA POCATIERE,47.356,-70.032,QC,-16.8,0,NA,-5,0,-29.6,0,,,NA,15.9,0,NA,9,7,,,NA,973,0,7054096
MONT JOLI A,48.609,-68.208,QC,-16.7,0,NA,-5.6,0,-29.2,0,40.2,0,NA,37.8,0,NA,37,10,,,NA,970.5,0,7055121
NEW CARLISLE 1,48.012,-65.332,QC,-15,0,NA,-3.8,0,-28.3,0,,,NA,70,0,NA,,14,,,NA,923.2,0,7055422
POINTE-AU-PERE (INRS),48.514,-68.468,QC,-16.4,0,NA,-5.5,0,-31.6,0,,,NA,34,0,NA,,14,,,NA,964.4,0,7056068
PORT-MENIER,49.839,-64.293,QC,-16.3,0,NA,-3.3,0,-31.1,0,,,NA,56.1,0,NA,13,10,,,NA,959.4,0,7056202
RIMOUSKI,48.45,-68.517,QC,-15.8,2,-6.4,-4.5,2,-28,0,47,1,NA,47,1,NA,53,11,,,NA,878,0,7056480
RIVIERE-DU-LOUP,47.806,-69.549,QC,-17.1,0,NA,-5.7,0,-29.8,0,,,NA,21.6,0,NA,33,9,,,NA,983.3,0,7056616
RIVIERE-DU-LOUP / ST-ANTONIN,47.8,-69.45,QC,,,NA,,,,,54.8,0,NA,38.4,0,NA,74,8,,,NA,,,7056870
ST CAMILLE,46.483,-70.217,QC,-17.6,5,-6.5,-5,4,-29,1,20.6,4,NA,20.6,4,NA,36,7,,,NA,818.3,0,7056930
ST JEAN DE CHERBOURG,48.883,-67.117,QC,-18,9,-5.7,-7.5,9,-32,1,26.5,5,NA,26.5,5,NA,70,10,,,NA,684.8,0,7057395
STE LUCIE,46.733,-70.017,QC,-18.8,9,-7.3,-4,3,-37,7,42.3,2,NA,42.3,2,NA,65,8,,,NA,699.7,0,7057515
SAINT MICHEL,46.867,-70.883,QC,-17.6,5,-7.5,-4,4,-29,1,21.3,3,NA,21.3,3,NA,37,4,,,NA,817.9,0,7057567
ILE BICQUETTE,48.416,-68.893,QC,-14.5,0,NA,-4.1,0,-26.3,0,,,NA,,,NA,,,,,NA,910.9,0,705LKPQ
CAP-CHAT,49.109,-66.654,QC,-16.5,0,NA,-6.6,0,-29.2,0,,,NA,50.3,0,NA,,13,,,NA,966.6,0,705S002
BAGOTVILLE A,48.333,-71,QC,-20.8,0,-7.7,-4.2,0,-36.6,0,18,0,33,16.6,0,33,63,6,,,NA,1085.5,0,7060400
BONNARD 1,50.729,-71.013,QC,-26.6,2,NA,-10.3,2,-44.9,1,,,NA,3.5,7,NA,,1,,,NA,1159.9,0,7060826
CHAMOUCHOUANE,49.279,-73.356,QC,-26.2,2,NA,-5.7,2,-45,1,,,NA,,,NA,,,,,NA,1148.8,0,7061288
CHUTE-DES-PASSES,49.84,-71.168,QC,-23.2,3,NA,-7.2,3,-38.2,1,,,NA,,,NA,,,,,NA,1029.4,0,7061541
JONQUIERE,48.425,-71.143,QC,-20.7,0,NA,-4.6,0,-36.4,0,,,NA,18,4,NA,,8,,,NA,1082.8,0,7063370
LAC BOUCHETTE,48.217,-72.167,QC,-20.8,14,-7.1,-5.5,8,-41,9,22,1,NA,22,1,NA,,6,,,NA,543.6,0,7063560
LAC STE CROIX,48.417,-71.75,QC,-22.1,13,-8.4,-6,8,-36,10,13,0,29,13,0,26,35,4,,,NA,601,0,7063690
LATERRIERE,48.307,-71.129,QC,-21.3,0,NA,-4.1,0,-38.2,0,,,NA,,,NA,,,,,NA,1101.6,0,7064181
MISTOOK,48.598,-71.716,QC,-23.1,2,NA,-5.8,2,-39.4,1,,,NA,,,NA,,,,,NA,1068.1,0,7065012
NORMANDIN,48.842,-72.547,QC,-23.8,0,NA,-4.8,0,-39.3,0,,,NA,58.2,8,NA,6,12,,,NA,1171.1,0,7065639
ONATCHIWAY,48.894,-71.032,QC,-23.7,0,NA,-6.9,0,-43.5,0,,,NA,12.9,1,NA,,4,,,NA,1167.9,0,7065738
PERIBONCA,48.767,-72.033,QC,-22.6,2,NA,-6,2,-43,0,9.5,1,NA,9.5,1,NA,45,3,,,NA,1056.3,0,7065960
ROBERVAL A,48.52,-72.266,QC,-21.9,0,NA,-4.7,0,-38,0,13.8,1,NA,13.8,0,NA,18,3,,,NA,1116.4,0,7066686
ST AMBROISE,48.567,-71.333,QC,-22.1,9,-7.2,-5,9,-43.5,1,20.6,1,NA,20.6,1,NA,24,6,,,NA,762.8,0,7066820
ST PRIME,48.617,-72.417,QC,-21.4,3,-7.1,-3,3,-38,2,16,1,NA,16,1,NA,14,5,,,NA,984.4,0,7067658
LAC BENOIT,51.533,-71.111,QC,-29.4,2,NA,-10.6,2,-49.6,1,,,NA,,,NA,,,,,NA,1233.5,0,706I001
MANOUANE EST,50.656,-70.532,QC,-27.1,2,NA,-10.1,2,-43.7,1,,,NA,6.5,2,NA,,2,,,NA,1172.9,0,706I155
LA BAIE,48.298,-70.92,QC,-22.2,0,NA,-5,0,-39.7,0,,,NA,,,NA,,,,,NA,1125.9,0,706Q001
GRANDE ANSE,47.1,-72.933,QC,-19.9,2,-7.8,-3,2,-38,2,26.6,0,62,26.6,0,55,48,6,,,NA,986.4,0,7072816
PARENT,47.922,-74.624,QC,-23.1,0,NA,-5.6,0,-39.5,0,,,NA,16.9,0,NA,46,5,,,NA,1149.4,0,7075800
ST MICHEL DES SAINTS,46.683,-73.917,QC,-20.1,19,-8.4,-4,13,-37,16,25,2,NA,25,2,NA,,7,,,NA,343,0,7077570
SAINT-MICHEL-DES-SAINTS,46.816,-74.094,QC,-20.5,0,NA,-5.5,0,-36.6,0,,,NA,14.9,7,NA,43,6,,,NA,1079.3,0,7077571
LA TUQUE,47.411,-72.788,QC,-21.9,0,NA,-3.7,0,-38.3,0,,,NA,19,0,NA,39,8,,,NA,1118.2,0,707DBD4
BARRAGE TEMISCAMINGUE,46.71,-79.101,QC,-17.7,0,NA,-4.1,0,-30,0,,,NA,28.9,0,NA,57,13,,,NA,999.6,0,7080468
MONT BRUN,48.417,-78.733,QC,,,,-5.5,19,-27.5,26,34,0,77,34,0,71,64,11,,,NA,,,7085106
ROUYN,48.246,-79.034,QC,-21.8,0,NA,-4.6,0,-34.1,0,,,NA,24.6,0,NA,,12,,,NA,1114.2,0,7086716
CHAPAIS,49.823,-74.975,QC,-24.8,0,NA,-6.5,0,-41.1,0,,,NA,,,NA,,,,,NA,1199.3,0,7091299
CHIBOUGAMAU CHAPAIS A,49.767,-74.533,QC,-25.5,8,NA,-10.5,8,-42.4,8,11.6,8,NA,11.6,8,NA,,2,,,NA,869.5,0,7091404
LA GRANDE 4 A,53.755,-73.675,QC,-29.2,0,NA,-13.2,0,-45.5,0,,,NA,1,0,NA,,0,,,NA,1322.4,0,7093714
LA GRANDE RIVIERE A,53.625,-77.704,QC,-28.4,0,NA,-11.6,0,-42.1,0,10.4,1,NA,10.4,1,NA,34,5,,,NA,1300.1,0,7093716
LA GRANDE IV A,53.757,-73.679,QC,,,NA,,,,,10.7,0,NA,7.7,0,NA,96,2,,,NA,,,7093GJ3
LA GRANDE IV,53.757,-73.679,QC,-29.2,0,NA,-13.3,0,-45.7,0,,,NA,19.6,2,NA,55,8,,,NA,1322.9,0,7093GJ5
MATAGAMI A,49.762,-77.803,QC,-24.7,1,NA,-5.7,1,-39.2,1,,,NA,3.4,2,NA,,0,,,NA,1153.6,0,7094636
MATAGAMI,49.758,-77.793,QC,-24.6,0,NA,-5.9,0,-38.3,0,,,NA,8.4,4,NA,,3,,,NA,1191.4,0,7094637
VAL-D'OR A,48.056,-77.787,QC,,,NA,,,,,24.8,0,NA,16,0,NA,29,6,,,NA,,,7098600
VAL-D'OR,48.056,-77.786,QC,-22.2,0,NA,-5,0,-36.5,0,,,NA,9.6,3,NA,41,3,,,NA,1124.3,0,7098603
VAL D'OR A,48.053,-77.783,QC,-21.9,0,NA,-4.9,0,-36.1,0,,,NA,1.6,0,NA,,0,,,NA,1116.8,0,7098605
LAC BERRY,48.8,-78.283,QC,-24,5,-8.3,-5.5,4,-44,3,3.9,9,NA,3.9,9,NA,55,2,,,NA,965.7,0,709CEE9
INUKJUAK,58.472,-78.077,QC,-31.4,0,NA,-17.6,0,-41.7,0,,,NA,2.6,0,NA,,0,,,NA,1383.7,0,7103280
INUKJUAK A,58.472,-78.077,QC,-31.6,0,NA,-17.8,0,-42,0,,,NA,1.3,3,NA,0,0,,,NA,1387.9,0,710S005
KUUJJUAQ A,58.089,-68.422,QC,-30.1,0,NA,-17.5,0,-41.9,0,2.4,0,NA,5.6,1,NA,27,1,,,NA,1347.8,0,7113535
PARC NATIONAL DES PINGUALUIT,61.313,-73.668,QC,-36.1,0,NA,-26.7,0,-44.5,0,,,NA,0.2,8,NA,5,0,,,NA,1514.4,0,7115800
RIVIERE AUX FEUILLES,57.909,-72.976,QC,-34.3,0,NA,-22.1,0,-48.9,0,,,NA,1.4,7,NA,3,0,,,NA,1465.6,0,7116505
SALLUIT,62.179,-75.67,QC,-31.2,0,NA,-23.3,0,-37.3,0,,,NA,2,3,NA,,0,,,NA,1377.5,0,7117800
SCHEFFERVILLE A,54.805,-66.805,QC,-28.6,0,NA,-15,0,-43.5,0,,,NA,7.2,0,NA,,1,,,NA,1304.7,0,7117823
SCHEFFERVILLE,54.8,-66.8,QC,-28.8,0,NA,-13.7,0,-43.3,0,,,NA,6.3,0,NA,34,1,,,NA,1310.3,0,7117827
AROOSTOOK,46.712,-67.716,NB,-17.9,0,-7.4,-1,0,-34,0,67,0,133,67,0,105,66,9,,,NA,1005.8,0,8100300
BAS CARAQUET,47.802,-64.833,NB,-15.7,0,NA,-2.8,0,-30.8,0,,,NA,105.7,0,NA,,16,,,NA,944.5,0,8100467
BAS CARAQUET,47.8,-64.867,NB,,,NA,,,,,165,0,NA,165,0,NA,146,14,,,NA,,,8100468
BATHURST A,47.63,-65.739,NB,-16.9,0,NA,-2.5,0,-35.1,0,76.6,1,NA,77.4,0,NA,92,12,,,NA,977,0,8100505
BUCTOUCHE CDA CS,46.43,-64.768,NB,-14.6,0,NA,0.5,0,-28.9,0,,,NA,70.3,1,NA,,10,,,NA,913,0,8100593
CHARLO AUTO,47.99,-66.334,NB,-16.6,0,NA,-2.8,0,-31.6,0,,,NA,31.9,1,NA,37,9,,,NA,969,0,8100885
MIRAMICHI RCS,47.009,-65.465,NB,-15.4,0,NA,-0.9,0,-30.5,0,,,NA,75.3,0,NA,76,10,,,NA,936.2,0,8100989
DOAKTOWN AUTO RCS,46.585,-66.01,NB,-16.1,0,NA,-1.3,0,-31.7,0,,,NA,76.3,1,NA,102,8,,,NA,956.1,0,8101201
EDMUNDSTON,47.417,-68.324,NB,-19,0,NA,-2.1,0,-35.7,0,,,NA,18.2,0,NA,46,5,,,NA,1036.8,0,8101303
FREDERICTON,45.869,-66.537,NB,-14.7,0,NA,0.5,0,-28.8,0,,,NA,0,0,NA,,0,,,NA,915,0,8101505
FREDERICTON CDA CS,45.92,-66.609,NB,-14.8,0,NA,0.4,0,-27.2,0,,,NA,58.8,0,NA,29,10,,,NA,917.9,0,8101605
FUNDY PARK (ALMA) CS,45.6,-64.95,NB,-11.6,0,NA,1.4,0,-23.9,0,,,NA,146.5,1,NA,71,11,,,NA,828.3,0,8101746
GAGETOWN A,45.833,-66.433,NB,-14.5,27,NA,-12.6,27,-16.3,27,,,NA,0,27,NA,,0,,,NA,32.5,0,8101792
GAGETOWN AWOS A,45.839,-66.45,NB,-12.9,26,NA,-3.5,26,-20.3,26,,,NA,0,26,NA,,0,,,NA,61.7,0,8101794
GRAND MANAN SAR CS,44.712,-66.802,NB,-10.5,0,NA,2.8,0,-26.3,0,,,NA,87.8,0,NA,,14,,,NA,798.5,0,8101925
JUNIPER,46.55,-67.167,NB,-17,5,-6.3,-1.6,5,-34.1,5,29,9,NA,29,5,NA,98,7,,,NA,804.1,0,8102275
KOUCHIBOUGUAC CS,46.77,-65.007,NB,,,NA,,,,,,,NA,26.1,1,NA,138,2,,,NA,,,8102328
MACTAQUAC PROV PARK,45.954,-66.899,NB,-13.9,6,-5.7,0,6,-29,6,78.3,6,NA,78.3,6,NA,0,7,,,NA,701.5,0,8102536
MECHANIC SETTLEMENT,45.694,-65.165,NB,-14.4,0,NA,-0.4,0,-27.5,0,,,NA,132.9,1,NA,35,18,,,NA,906.5,0,8102848
MISCOU ISLAND (AUT),48.009,-64.494,NB,-12.8,13,NA,-2.6,13,-22.6,12,,,NA,51.5,13,NA,,8,,,NA,461.3,0,8103050
MONCTON INTL A,46.112,-64.679,NB,-13.6,0,NA,0.6,0,-25.3,0,168.6,0,NA,149.7,0,NA,146,11,,,NA,885.2,0,8103201
OAK POINT,45.507,-66.099,NB,-12.8,0,NA,1.5,0,-29,0,137.2,0,NA,138.2,0,NA,100,11,,,NA,861.8,0,8103780
POINT LEPREAU CS,45.073,-66.449,NB,-10.3,0,NA,4.2,0,-21.9,0,,,NA,56,0,NA,34,9,,,NA,792.2,0,8104201
RED PINES,47.439,-65.598,NB,-16.7,0,NA,-1.2,0,-35.2,0,,,NA,105.2,2,NA,100,20,,,NA,971.4,0,8104295
SAINT JOHN A,45.316,-65.89,NB,-13.8,0,NA,2,0,-28.5,0,184.4,0,NA,184.4,1,NA,212,14,,,NA,890.9,0,8104901
ST. STEPHEN,45.21,-67.253,NB,-14.3,0,NA,0.6,0,-30.9,0,,,NA,70.6,0,NA,70,10,,,NA,904,0,8104935
UPSALQUITCH LAKE,47.456,-66.415,NB,-17.6,0,-6.8,-7,0,-32,0,75,0,175,75,0,152,165,9,,,NA,996,0,8105551
WOODSTOCK,46.17,-67.554,NB,-15.4,0,-6,-2,0,-30,0,78.6,0,166,78.6,0,110,68,9,,,NA,935.8,0,8105600
WOODSTOCK NEWBRIDGE,46.152,-67.543,NB,-15.9,0,NA,-1.5,0,-31.4,0,,,NA,52.4,0,NA,48,10,,,NA,950.3,0,8105603
ST LEONARD CS,47.158,-67.832,NB,-17.3,0,NA,-2.8,0,-31.2,0,,,NA,,,NA,,,,,NA,989.7,0,810I001
BACCARO PT,43.451,-65.472,NS,-5.6,0,NA,7.9,0,-17.8,0,,,NA,115.9,1,NA,,10,,,NA,661.9,0,8200255
BEAVER ISLAND (AUT),44.817,-62.333,NS,-6.4,0,NA,7.4,0,-20.5,0,,,NA,,,NA,,,,,NA,682.5,0,8200558
BRIER ISLAND,44.286,-66.347,NS,-6.3,0,NA,4.4,0,-17.1,0,,,NA,44.3,10,NA,,5,,,NA,681,0,8200604
CARIBOU POINT (AUT),45.767,-62.683,NS,-10.4,0,NA,5.2,0,-22.9,0,,,NA,164.8,0,NA,75,14,,,NA,795,0,8200774
CHETICAMP CS,46.645,-60.947,NS,-9.5,0,NA,9.4,0,-21.8,0,,,NA,163.9,0,NA,48,12,,,NA,769.1,0,8200827
CHETICAMP SNOW,46.633,-60.95,NS,,,NA,,,,,34,4,NA,110,4,NA,6,13,,,NA,,,8200830
COLLEGEVILLE AUTO,45.491,-62.015,NS,-11.4,1,NA,6.2,1,-29.7,1,,,NA,82.8,5,NA,26,8,,,NA,794.6,0,8201001
DEBERT,45.417,-63.467,NS,-12.5,0,NA,2.5,0,-29.4,0,,,NA,100,2,NA,,8,,,NA,855.1,0,8201390
ESKASONI FIRST NATION AUTOMATIC WEATHER STATION,45.921,-60.647,NS,-8.1,0,NA,9.2,0,-21.7,0,,,NA,162.7,1,NA,26,11,,,NA,729.4,0,8201780
GREENWOOD A,44.983,-64.917,NS,-10.3,0,-5.4,2.9,0,-21.7,0,172.9,0,326,125.1,0,148,73,14,,,NA,791.7,0,8202000
HALIFAX INTL A,44.881,-63.509,NS,-10,0,NA,5.5,0,-21.7,0,130.8,0,NA,161.3,0,NA,,18,,,NA,782.7,0,8202251
HART ISLAND (AUT),45.35,-60.983,NS,-6.1,0,NA,8.8,0,-20.1,0,,,NA,,,NA,,,,,NA,673.7,0,8202318
INGONISH BEACH RCS,46.663,-60.406,NS,-8.9,0,NA,9.4,0,-23.2,0,,,NA,188.2,1,NA,,11,,,NA,753.9,0,8202502
KEJIMKUJIK 1,44.403,-65.203,NS,-10.1,0,NA,4.5,0,-22.3,0,,,NA,152.9,0,NA,,17,,,NA,786.3,0,8202592
KENTVILLE CDA CS,45.067,-64.483,NS,-10.1,0,NA,5.1,0,-20.7,0,,,NA,133.8,0,NA,82,9,,,NA,785.5,0,8202810
LAKE MAJOR,44.717,-63.483,NS,-8.7,3,NA,6,3,-22,3,104,3,NA,161.4,3,NA,38,14,,,NA,667.9,0,8202896
LYONS BROOK,45.658,-62.797,NS,-10.8,6,-4.9,5,6,-24,6,83.5,6,NA,89.5,6,NA,,11,,,NA,632.5,0,8203230
NAPPAN AUTO,45.76,-64.241,NS,-12.9,0,NA,1.8,0,-27.2,0,,,NA,127,0,NA,,10,,,NA,865.2,0,8203702
NORTH MOUNTAIN CS,46.817,-60.672,NS,,,NA,,,,,,,NA,31.9,17,NA,167,4,,,NA,,,8204161
